long,lat,value
295.500000, -37.500000, 0.448903
296.500000, -37.500000, 0.573956
297.500000, -37.500000, 0.647792
298.500000, -37.500000, 0.721630
299.500000, -37.500000, 0.709311
300.500000, -37.500000, 0.668274
301.500000, -37.500000, 0.622163
302.500000, -37.500000, 0.560831
140.500000, -36.500000, -0.148910
141.500000, -36.500000, -0.199629
142.500000, -36.500000, -0.132836
143.500000, -36.500000, -0.066044
144.500000, -36.500000, 0.074113
145.500000, -36.500000, 0.238725
146.500000, -36.500000, 0.381291
147.500000, -36.500000, 0.457724
148.500000, -36.500000, 0.534156
149.500000, -36.500000, 0.428750
287.500000, -36.500000, -0.651209
288.500000, -36.500000, -0.602173
289.500000, -36.500000, -0.421896
290.500000, -36.500000, -0.197871
291.500000, -36.500000, -0.004170
292.500000, -36.500000, 0.098561
293.500000, -36.500000, 0.201289
294.500000, -36.500000, 0.388427
295.500000, -36.500000, 0.603701
296.500000, -36.500000, 0.797565
297.500000, -36.500000, 0.927207
298.500000, -36.500000, 1.056846
299.500000, -36.500000, 0.989282
300.500000, -36.500000, 0.855983
301.500000, -36.500000, 0.728970
302.500000, -36.500000, 0.620829
139.500000, -35.500000, -0.066176
140.500000, -35.500000, -0.122504
141.500000, -35.500000, -0.150870
142.500000, -35.500000, -0.095347
143.500000, -35.500000, -0.039824
144.500000, -35.500000, 0.062786
145.500000, -35.500000, 0.181092
146.500000, -35.500000, 0.284301
147.500000, -35.500000, 0.342214
148.500000, -35.500000, 0.400124
149.500000, -35.500000, 0.320125
287.500000, -35.500000, -0.499207
288.500000, -35.500000, -0.470806
289.500000, -35.500000, -0.347297
290.500000, -35.500000, -0.192086
291.500000, -35.500000, -0.046816
292.500000, -35.500000, 0.068632
293.500000, -35.500000, 0.184079
294.500000, -35.500000, 0.386801
295.500000, -35.500000, 0.618618
296.500000, -35.500000, 0.828156
297.500000, -35.500000, 0.970870
298.500000, -35.500000, 1.113580
299.500000, -35.500000, 1.076173
300.500000, -35.500000, 0.978733
301.500000, -35.500000, 0.857448
302.500000, -35.500000, 0.664642
19.500000, -34.500000, -0.225906
20.500000, -34.500000, -0.147961
21.500000, -34.500000, -0.068188
117.500000, -34.500000, -0.263408
118.500000, -34.500000, -0.215990
135.500000, -34.500000, -0.226884
137.500000, -34.500000, -0.163125
138.500000, -34.500000, -0.111745
139.500000, -34.500000, -0.098087
140.500000, -34.500000, -0.097002
141.500000, -34.500000, -0.084079
142.500000, -34.500000, -0.035645
143.500000, -34.500000, 0.012789
144.500000, -34.500000, 0.071617
145.500000, -34.500000, 0.133908
146.500000, -34.500000, 0.184274
147.500000, -34.500000, 0.198865
148.500000, -34.500000, 0.213457
149.500000, -34.500000, 0.175714
150.500000, -34.500000, 0.120529
288.500000, -34.500000, -0.327746
289.500000, -34.500000, -0.270361
290.500000, -34.500000, -0.189705
291.500000, -34.500000, -0.097759
292.500000, -34.500000, 0.028044
293.500000, -34.500000, 0.153850
294.500000, -34.500000, 0.357416
295.500000, -34.500000, 0.586905
296.500000, -34.500000, 0.794406
297.500000, -34.500000, 0.935944
298.500000, -34.500000, 1.077484
299.500000, -34.500000, 1.098707
300.500000, -34.500000, 1.079828
301.500000, -34.500000, 0.993147
302.500000, -34.500000, 0.703059
303.500000, -34.500000, 0.412972
304.500000, -34.500000, 0.170524
305.500000, -34.500000, -0.056045
18.500000, -33.500000, -0.306500
19.500000, -33.500000, -0.229270
20.500000, -33.500000, -0.106626
21.500000, -33.500000, 0.006220
22.500000, -33.500000, 0.089669
23.500000, -33.500000, 0.173118
24.500000, -33.500000, 0.211353
25.500000, -33.500000, 0.234518
116.500000, -33.500000, -0.257907
117.500000, -33.500000, -0.209922
118.500000, -33.500000, -0.161937
119.500000, -33.500000, -0.135080
120.500000, -33.500000, -0.115267
121.500000, -33.500000, -0.089896
122.500000, -33.500000, -0.047856
123.500000, -33.500000, -0.005816
135.500000, -33.500000, -0.177787
136.500000, -33.500000, -0.172356
137.500000, -33.500000, -0.157923
138.500000, -33.500000, -0.143489
139.500000, -33.500000, -0.102950
140.500000, -33.500000, -0.053709
141.500000, -33.500000, -0.007898
142.500000, -33.500000, 0.027627
143.500000, -33.500000, 0.063151
144.500000, -33.500000, 0.082637
145.500000, -33.500000, 0.096777
146.500000, -33.500000, 0.102399
147.500000, -33.500000, 0.082471
148.500000, -33.500000, 0.062542
149.500000, -33.500000, 0.057991
150.500000, -33.500000, 0.058572
151.500000, -33.500000, 0.043332
288.500000, -33.500000, -0.207155
289.500000, -33.500000, -0.201355
290.500000, -33.500000, -0.179999
291.500000, -33.500000, -0.134488
292.500000, -33.500000, -0.016506
293.500000, -33.500000, 0.101476
294.500000, -33.500000, 0.286774
295.500000, -33.500000, 0.494514
296.500000, -33.500000, 0.686148
297.500000, -33.500000, 0.829484
298.500000, -33.500000, 0.972818
299.500000, -33.500000, 1.043487
300.500000, -33.500000, 1.089934
301.500000, -33.500000, 1.037549
302.500000, -33.500000, 0.688691
303.500000, -33.500000, 0.339835
304.500000, -33.500000, 0.057590
305.500000, -33.500000, -0.202451
306.500000, -33.500000, -0.397586
18.500000, -32.500000, -0.239562
19.500000, -32.500000, -0.177397
20.500000, -32.500000, -0.079688
21.500000, -32.500000, 0.015632
22.500000, -32.500000, 0.103785
23.500000, -32.500000, 0.191939
24.500000, -32.500000, 0.208259
25.500000, -32.500000, 0.200633
26.500000, -32.500000, 0.190886
27.500000, -32.500000, 0.174777
28.500000, -32.500000, 0.158669
116.500000, -32.500000, -0.222212
117.500000, -32.500000, -0.200664
118.500000, -32.500000, -0.179115
119.500000, -32.500000, -0.153899
120.500000, -32.500000, -0.127460
121.500000, -32.500000, -0.097733
122.500000, -32.500000, -0.058135
123.500000, -32.500000, -0.018536
124.500000, -32.500000, -0.025483
125.500000, -32.500000, -0.047945
134.500000, -32.500000, -0.201333
135.500000, -32.500000, -0.185112
136.500000, -32.500000, -0.163540
137.500000, -32.500000, -0.125919
138.500000, -32.500000, -0.088298
139.500000, -32.500000, -0.026674
140.500000, -32.500000, 0.042952
141.500000, -32.500000, 0.096458
142.500000, -32.500000, 0.101608
143.500000, -32.500000, 0.106757
144.500000, -32.500000, 0.100228
145.500000, -32.500000, 0.089807
146.500000, -32.500000, 0.074979
147.500000, -32.500000, 0.046933
148.500000, -32.500000, 0.018886
149.500000, -32.500000, 0.020338
150.500000, -32.500000, 0.031624
151.500000, -32.500000, 0.016339
288.500000, -32.500000, -0.153983
289.500000, -32.500000, -0.156137
290.500000, -32.500000, -0.148330
291.500000, -32.500000, -0.128568
292.500000, -32.500000, -0.072948
293.500000, -32.500000, -0.017329
294.500000, -32.500000, 0.092361
295.500000, -32.500000, 0.220074
296.500000, -32.500000, 0.354370
297.500000, -32.500000, 0.508409
298.500000, -32.500000, 0.662448
299.500000, -32.500000, 0.754998
300.500000, -32.500000, 0.827049
301.500000, -32.500000, 0.808064
302.500000, -32.500000, 0.515967
303.500000, -32.500000, 0.223872
304.500000, -32.500000, -0.036479
305.500000, -32.500000, -0.286242
306.500000, -32.500000, -0.473332
307.500000, -32.500000, -0.472398
18.500000, -31.500000, -0.172625
19.500000, -31.500000, -0.125525
20.500000, -31.500000, -0.052752
21.500000, -31.500000, 0.025044
22.500000, -31.500000, 0.117902
23.500000, -31.500000, 0.210762
24.500000, -31.500000, 0.205164
25.500000, -31.500000, 0.166748
26.500000, -31.500000, 0.151639
27.500000, -31.500000, 0.206451
28.500000, -31.500000, 0.261262
29.500000, -31.500000, 0.306708
115.500000, -31.500000, -0.126633
116.500000, -31.500000, -0.186517
117.500000, -31.500000, -0.191405
118.500000, -31.500000, -0.196293
119.500000, -31.500000, -0.172718
120.500000, -31.500000, -0.139655
121.500000, -31.500000, -0.105569
122.500000, -31.500000, -0.068412
123.500000, -31.500000, -0.031257
124.500000, -31.500000, -0.048641
125.500000, -31.500000, -0.084203
126.500000, -31.500000, -0.128762
127.500000, -31.500000, -0.200311
128.500000, -31.500000, -0.271859
129.500000, -31.500000, -0.284320
130.500000, -31.500000, -0.277086
131.500000, -31.500000, -0.268991
132.500000, -31.500000, -0.258309
133.500000, -31.500000, -0.247628
134.500000, -31.500000, -0.222448
135.500000, -31.500000, -0.192435
136.500000, -31.500000, -0.154724
137.500000, -31.500000, -0.093916
138.500000, -31.500000, -0.033107
139.500000, -31.500000, 0.049603
140.500000, -31.500000, 0.139613
141.500000, -31.500000, 0.200814
142.500000, -31.500000, 0.175588
143.500000, -31.500000, 0.150363
144.500000, -31.500000, 0.117819
145.500000, -31.500000, 0.082836
146.500000, -31.500000, 0.047558
147.500000, -31.500000, 0.011393
148.500000, -31.500000, -0.024768
149.500000, -31.500000, -0.017315
150.500000, -31.500000, 0.004677
151.500000, -31.500000, -0.010653
152.500000, -31.500000, -0.137950
288.500000, -31.500000, -0.100810
289.500000, -31.500000, -0.110920
290.500000, -31.500000, -0.116659
291.500000, -31.500000, -0.122650
292.500000, -31.500000, -0.129391
293.500000, -31.500000, -0.136133
294.500000, -31.500000, -0.102051
295.500000, -31.500000, -0.054363
296.500000, -31.500000, 0.022590
297.500000, -31.500000, 0.187335
298.500000, -31.500000, 0.352078
299.500000, -31.500000, 0.466511
300.500000, -31.500000, 0.564172
301.500000, -31.500000, 0.578582
302.500000, -31.500000, 0.343245
303.500000, -31.500000, 0.107908
304.500000, -31.500000, -0.130544
305.500000, -31.500000, -0.370034
306.500000, -31.500000, -0.549077
307.500000, -31.500000, -0.546778
17.500000, -30.500000, -0.101591
18.500000, -30.500000, -0.115518
19.500000, -30.500000, -0.076789
20.500000, -30.500000, -0.020508
21.500000, -30.500000, 0.030175
22.500000, -30.500000, 0.064063
23.500000, -30.500000, 0.097950
24.500000, -30.500000, 0.070815
25.500000, -30.500000, 0.023340
26.500000, -30.500000, 0.006141
27.500000, -30.500000, 0.079772
28.500000, -30.500000, 0.153404
29.500000, -30.500000, 0.218673
30.500000, -30.500000, 0.281158
115.500000, -30.500000, -0.142848
116.500000, -30.500000, -0.188101
117.500000, -30.500000, -0.185089
118.500000, -30.500000, -0.182077
119.500000, -30.500000, -0.154769
120.500000, -30.500000, -0.119362
121.500000, -30.500000, -0.086954
122.500000, -30.500000, -0.063545
123.500000, -30.500000, -0.040135
124.500000, -30.500000, -0.067468
125.500000, -30.500000, -0.111714
126.500000, -30.500000, -0.158930
127.500000, -30.500000, -0.215058
128.500000, -30.500000, -0.271185
129.500000, -30.500000, -0.283271
130.500000, -30.500000, -0.280675
131.500000, -30.500000, -0.274155
132.500000, -30.500000, -0.255863
133.500000, -30.500000, -0.237570
134.500000, -30.500000, -0.207699
135.500000, -30.500000, -0.173969
136.500000, -30.500000, -0.132217
137.500000, -30.500000, -0.066402
138.500000, -30.500000, -0.000586
139.500000, -30.500000, 0.071060
140.500000, -30.500000, 0.144650
141.500000, -30.500000, 0.193337
142.500000, -30.500000, 0.167315
143.500000, -30.500000, 0.141294
144.500000, -30.500000, 0.124099
145.500000, -30.500000, 0.109845
146.500000, -30.500000, 0.085477
147.500000, -30.500000, 0.030764
148.500000, -30.500000, -0.023948
149.500000, -30.500000, -0.031105
150.500000, -30.500000, -0.022408
151.500000, -30.500000, -0.031309
152.500000, -30.500000, -0.093001
288.500000, -30.500000, -0.098742
289.500000, -30.500000, -0.108032
290.500000, -30.500000, -0.113379
291.500000, -30.500000, -0.127176
292.500000, -30.500000, -0.166317
293.500000, -30.500000, -0.205459
294.500000, -30.500000, -0.197337
295.500000, -30.500000, -0.173458
296.500000, -30.500000, -0.132999
297.500000, -30.500000, -0.042796
298.500000, -30.500000, 0.047410
299.500000, -30.500000, 0.123605
300.500000, -30.500000, 0.195129
301.500000, -30.500000, 0.205760
302.500000, -30.500000, 0.033710
303.500000, -30.500000, -0.138336
304.500000, -30.500000, -0.308831
305.500000, -30.500000, -0.478805
306.500000, -30.500000, -0.609488
307.500000, -30.500000, -0.622301
308.500000, -30.500000, -0.635111
17.500000, -29.500000, -0.064235
18.500000, -29.500000, -0.061687
19.500000, -29.500000, -0.029098
20.500000, -29.500000, 0.013506
21.500000, -29.500000, 0.033880
22.500000, -29.500000, -0.012429
23.500000, -29.500000, -0.058739
24.500000, -29.500000, -0.107284
25.500000, -29.500000, -0.156574
26.500000, -29.500000, -0.174773
27.500000, -29.500000, -0.099691
28.500000, -29.500000, -0.024611
29.500000, -29.500000, 0.062965
30.500000, -29.500000, 0.154707
115.500000, -29.500000, -0.177625
116.500000, -29.500000, -0.202109
117.500000, -29.500000, -0.179753
118.500000, -29.500000, -0.157397
119.500000, -29.500000, -0.124565
120.500000, -29.500000, -0.088240
121.500000, -29.500000, -0.059523
122.500000, -29.500000, -0.053628
123.500000, -29.500000, -0.047733
124.500000, -29.500000, -0.084852
125.500000, -29.500000, -0.136309
126.500000, -29.500000, -0.184049
127.500000, -29.500000, -0.220635
128.500000, -29.500000, -0.257221
129.500000, -29.500000, -0.272865
130.500000, -29.500000, -0.281529
131.500000, -29.500000, -0.279879
132.500000, -29.500000, -0.247295
133.500000, -29.500000, -0.214710
134.500000, -29.500000, -0.180996
135.500000, -29.500000, -0.146906
136.500000, -29.500000, -0.105147
137.500000, -29.500000, -0.040384
138.500000, -29.500000, 0.024378
139.500000, -29.500000, 0.074245
140.500000, -29.500000, 0.119146
141.500000, -29.500000, 0.148583
142.500000, -29.500000, 0.131626
143.500000, -29.500000, 0.114668
144.500000, -29.500000, 0.126609
145.500000, -29.500000, 0.148182
146.500000, -29.500000, 0.145177
147.500000, -29.500000, 0.068437
148.500000, -29.500000, -0.008303
149.500000, -29.500000, -0.036938
150.500000, -29.500000, -0.049539
151.500000, -29.500000, -0.049854
152.500000, -29.500000, -0.013303
153.500000, -29.500000, 0.023243
289.500000, -29.500000, -0.119255
290.500000, -29.500000, -0.119563
291.500000, -29.500000, -0.135183
292.500000, -29.500000, -0.196737
293.500000, -29.500000, -0.258291
294.500000, -29.500000, -0.259577
295.500000, -29.500000, -0.240775
296.500000, -29.500000, -0.229859
297.500000, -29.500000, -0.242609
298.500000, -29.500000, -0.255358
299.500000, -29.500000, -0.237442
300.500000, -29.500000, -0.209308
301.500000, -29.500000, -0.214848
302.500000, -29.500000, -0.321429
303.500000, -29.500000, -0.428010
304.500000, -29.500000, -0.515188
305.500000, -29.500000, -0.595905
306.500000, -29.500000, -0.664790
307.500000, -29.500000, -0.698203
308.500000, -29.500000, -0.731617
309.500000, -29.500000, -0.823838
16.500000, -28.500000, -0.043070
17.500000, -28.500000, -0.024752
18.500000, -28.500000, -0.006432
19.500000, -28.500000, 0.017845
20.500000, -28.500000, 0.044108
21.500000, -28.500000, 0.036215
22.500000, -28.500000, -0.074149
23.500000, -28.500000, -0.184513
24.500000, -28.500000, -0.252373
25.500000, -28.500000, -0.306065
26.500000, -28.500000, -0.326835
27.500000, -28.500000, -0.248836
28.500000, -28.500000, -0.170839
29.500000, -28.500000, -0.064494
30.500000, -28.500000, 0.051299
31.500000, -28.500000, 0.127003
114.500000, -28.500000, -0.176136
115.500000, -28.500000, -0.198122
116.500000, -28.500000, -0.205119
117.500000, -28.500000, -0.167148
118.500000, -28.500000, -0.129178
119.500000, -28.500000, -0.094462
120.500000, -28.500000, -0.060830
121.500000, -28.500000, -0.037861
122.500000, -28.500000, -0.046884
123.500000, -28.500000, -0.055907
124.500000, -28.500000, -0.097969
125.500000, -28.500000, -0.151046
126.500000, -28.500000, -0.196657
127.500000, -28.500000, -0.219867
128.500000, -28.500000, -0.243077
129.500000, -28.500000, -0.261864
130.500000, -28.500000, -0.279175
131.500000, -28.500000, -0.281531
132.500000, -28.500000, -0.239015
133.500000, -28.500000, -0.196500
134.500000, -28.500000, -0.160068
135.500000, -28.500000, -0.125664
136.500000, -28.500000, -0.084973
137.500000, -28.500000, -0.025420
138.500000, -28.500000, 0.034132
139.500000, -28.500000, 0.069478
140.500000, -28.500000, 0.096755
141.500000, -28.500000, 0.114805
142.500000, -28.500000, 0.105170
143.500000, -28.500000, 0.095535
144.500000, -28.500000, 0.124140
145.500000, -28.500000, 0.165493
146.500000, -28.500000, 0.175667
147.500000, -28.500000, 0.092299
148.500000, -28.500000, 0.008931
149.500000, -28.500000, -0.030486
150.500000, -28.500000, -0.055256
151.500000, -28.500000, -0.044057
152.500000, -28.500000, 0.075049
153.500000, -28.500000, 0.194157
289.500000, -28.500000, -0.122095
290.500000, -28.500000, -0.120343
291.500000, -28.500000, -0.139509
292.500000, -28.500000, -0.221433
293.500000, -28.500000, -0.303357
294.500000, -28.500000, -0.310394
295.500000, -28.500000, -0.292469
296.500000, -28.500000, -0.303477
297.500000, -28.500000, -0.401284
298.500000, -28.500000, -0.499092
299.500000, -28.500000, -0.522248
300.500000, -28.500000, -0.520522
301.500000, -28.500000, -0.534082
302.500000, -28.500000, -0.593504
303.500000, -28.500000, -0.652924
304.500000, -28.500000, -0.680384
305.500000, -28.500000, -0.697189
306.500000, -28.500000, -0.721529
307.500000, -28.500000, -0.768473
308.500000, -28.500000, -0.815419
309.500000, -28.500000, -0.903213
310.500000, -28.500000, -1.004622
15.500000, -27.500000, -0.023040
16.500000, -27.500000, -0.010867
17.500000, -27.500000, 0.021114
18.500000, -27.500000, 0.053095
19.500000, -27.500000, 0.062544
20.500000, -27.500000, 0.064481
21.500000, -27.500000, 0.034437
22.500000, -27.500000, -0.091551
23.500000, -27.500000, -0.217539
24.500000, -27.500000, -0.298427
25.500000, -27.500000, -0.364282
26.500000, -27.500000, -0.392345
27.500000, -27.500000, -0.307033
28.500000, -27.500000, -0.221721
29.500000, -27.500000, -0.107216
30.500000, -27.500000, 0.017017
31.500000, -27.500000, 0.089525
32.500000, -27.500000, 0.006862
114.500000, -27.500000, -0.162516
115.500000, -27.500000, -0.175781
116.500000, -27.500000, -0.175132
117.500000, -27.500000, -0.132738
118.500000, -27.500000, -0.090343
119.500000, -27.500000, -0.064663
120.500000, -27.500000, -0.044554
121.500000, -27.500000, -0.033510
122.500000, -27.500000, -0.049659
123.500000, -27.500000, -0.065807
124.500000, -27.500000, -0.098285
125.500000, -27.500000, -0.136206
126.500000, -27.500000, -0.171730
127.500000, -27.500000, -0.200064
128.500000, -27.500000, -0.228396
129.500000, -27.500000, -0.249077
130.500000, -27.500000, -0.267208
131.500000, -27.500000, -0.270965
132.500000, -27.500000, -0.231600
133.500000, -27.500000, -0.192235
134.500000, -27.500000, -0.156463
135.500000, -27.500000, -0.121887
136.500000, -27.500000, -0.085487
137.500000, -27.500000, -0.043616
138.500000, -27.500000, -0.001744
139.500000, -27.500000, 0.040858
140.500000, -27.500000, 0.083702
141.500000, -27.500000, 0.113952
142.500000, -27.500000, 0.106417
143.500000, -27.500000, 0.098882
144.500000, -27.500000, 0.106742
145.500000, -27.500000, 0.119732
146.500000, -27.500000, 0.118526
147.500000, -27.500000, 0.074728
148.500000, -27.500000, 0.030931
149.500000, -27.500000, 0.012821
150.500000, -27.500000, 0.003273
151.500000, -27.500000, 0.034767
152.500000, -27.500000, 0.189377
289.500000, -27.500000, -0.099790
290.500000, -27.500000, -0.104910
291.500000, -27.500000, -0.132791
292.500000, -27.500000, -0.228956
293.500000, -27.500000, -0.325121
294.500000, -27.500000, -0.326935
295.500000, -27.500000, -0.297301
296.500000, -27.500000, -0.307368
297.500000, -27.500000, -0.436545
298.500000, -27.500000, -0.565722
299.500000, -27.500000, -0.578329
300.500000, -27.500000, -0.552088
301.500000, -27.500000, -0.549200
302.500000, -27.500000, -0.616387
303.500000, -27.500000, -0.683576
304.500000, -27.500000, -0.722080
305.500000, -27.500000, -0.751029
306.500000, -27.500000, -0.782556
307.500000, -27.500000, -0.821836
308.500000, -27.500000, -0.861108
309.500000, -27.500000, -0.908499
310.500000, -27.500000, -0.958598
311.500000, -27.500000, -0.953310
15.500000, -26.500000, 0.002580
16.500000, -26.500000, 0.021338
17.500000, -26.500000, 0.066980
18.500000, -26.500000, 0.112623
19.500000, -26.500000, 0.107242
20.500000, -26.500000, 0.084854
21.500000, -26.500000, 0.032659
22.500000, -26.500000, -0.108953
23.500000, -26.500000, -0.250565
24.500000, -26.500000, -0.344481
25.500000, -26.500000, -0.422498
26.500000, -26.500000, -0.457855
27.500000, -26.500000, -0.365227
28.500000, -26.500000, -0.272602
29.500000, -26.500000, -0.149940
30.500000, -26.500000, -0.017266
31.500000, -26.500000, 0.052047
32.500000, -26.500000, -0.068716
113.500000, -26.500000, -0.133180
114.500000, -26.500000, -0.148895
115.500000, -26.500000, -0.153440
116.500000, -26.500000, -0.145144
117.500000, -26.500000, -0.098326
118.500000, -26.500000, -0.051509
119.500000, -26.500000, -0.034865
120.500000, -26.500000, -0.028280
121.500000, -26.500000, -0.029158
122.500000, -26.500000, -0.052433
123.500000, -26.500000, -0.075707
124.500000, -26.500000, -0.098600
125.500000, -26.500000, -0.121366
126.500000, -26.500000, -0.146803
127.500000, -26.500000, -0.180260
128.500000, -26.500000, -0.213716
129.500000, -26.500000, -0.236292
130.500000, -26.500000, -0.255241
131.500000, -26.500000, -0.260398
132.500000, -26.500000, -0.224185
133.500000, -26.500000, -0.187972
134.500000, -26.500000, -0.152858
135.500000, -26.500000, -0.118111
136.500000, -26.500000, -0.086002
137.500000, -26.500000, -0.061811
138.500000, -26.500000, -0.037620
139.500000, -26.500000, 0.012237
140.500000, -26.500000, 0.070649
141.500000, -26.500000, 0.113100
142.500000, -26.500000, 0.107665
143.500000, -26.500000, 0.102229
